,Geographic Area,City,Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
312,AL,Meadowbrook,92193.0,6.5,94.0,92.8,3.9,0.1,2.1,1.6
313,AL,Mentone,38750.0,10.9,87.5,92.2,1.9,1.4,0.0,0.6
314,AL,Meridianville,68368.0,15.4,86.6,76.3,18.5,0.7,1.7,2.7
315,AL,Midfield,39678.0,20.1,90.2,16.4,81.6,0.1,0.2,1.4
316,AL,Midland City,27163.0,31.5,79.3,70.4,23.3,0.5,0.4,4.1
317,AL,Midway,24514.0,43.1,58.3,10.6,89.0,0.0,0.0,0.6
318,AL,Mignon,32452.0,26.0,75.2,64.9,27.1,0.1,0.5,6.9
319,AL,Millbrook,58330.0,11.6,91.3,74.2,21.6,0.4,0.8,2.8
320,AL,Millerville,24861.0,8.8,70.7,91.7,7.6,0.0,0.7,0.0
321,AL,Millport,32443.0,22.4,79.6,64.7,33.7,0.1,0.0,1.0
322,AL,Millry,37813.0,26.0,86.1,60.4,37.9,0.5,0.2,0.4
323,AL,Minor,45000.0,10.8,88.9,77.6,20.9,0.3,0.0,1.5
324,AL,Mobile,38776.0,23.3,86.9,45.0,50.6,0.3,1.8,2.4
325,AL,Monroeville,30678.0,36.7,82.3,42.1,55.7,0.3,0.3,0.8
326,AL,Montevallo,34760.0,25.5,86.6,70.2,24.6,0.3,0.6,5.7
327,AL,Montgomery,42927.0,24.1,85.5,37.3,56.6,0.2,2.2,3.9
328,AL,Moody,61049.0,9.9,87.9,88.2,7.8,0.3,1.4,2.1
329,AL,Moores Mill,63911.0,11.1,91.0,70.9,22.6,1.1,1.5,2.4
330,AL,Mooresville,99375.0,0.0,83.1,94.3,5.7,0.0,0.0,0.0
331,AL,Morris,70043.0,5.8,84.9,97.7,1.0,0.1,0.3,1.1
332,AL,Morrison Crossroads,21169.0,9.5,93.8,92.7,2.3,0.0,0.5,5.5
333,AL,Mosses,15240.0,55.8,60.4,1.5,97.9,0.0,0.0,1.8
334,AL,Moulton,28843.0,24.3,79.2,78.2,13.1,4.1,0.4,1.6
335,AL,Moundville,39719.0,18.7,77.3,56.2,40.4,0.7,0.7,1.8
336,AL,Mountain Brook,126534.0,3.0,99.5,97.2,1.0,0.1,0.9,1.0
337,AL,Mount Olive CDP (Jefferson,73345.0,11.0,92.5,97.7,1.0,0.2,0.3,0.5
338,AL,Mount Vernon,40750.0,31.3,80.8,23.4,73.6,1.7,0.1,0.7
339,AL,Mulga,34886.0,30.5,72.0,81.0,16.9,0.1,0.0,0.6
340,AL,Munford,34034.0,18.8,87.3,82.4,15.6,0.5,0.0,1.0
341,AL,Muscle Shoals,48896.0,10.7,88.7,80.6,15.3,0.3,0.9,2.7
342,AL,Myrtlewood,35000.0,7.0,72.5,85.4,13.8,0.0,0.0,3.1
343,AL,Nances Creek,51196.0,0.0,79.1,98.8,0.0,0.5,0.0,0.7
344,AL,Napier Field,32000.0,21.7,80.2,79.7,16.1,1.7,1.7,2.0
345,AL,Nauvoo,27000.0,26.2,67.2,99.1,0.0,0.0,0.5,2.7
346,AL,Nectar,35313.0,18.3,78.3,95.7,2.0,0.6,0.6,4.6
347,AL,Needham,56458.0,1.9,83.7,98.9,0.0,1.1,0.0,0.0
348,AL,Newbern,18750.0,35.0,74.6,31.7,67.2,0.0,0.0,2.2
349,AL,New Brockton,41066.0,20.9,79.8,70.1,21.0,5.5,0.5,2.5
350,AL,New Hope,44224.0,14.8,84.3,93.7,0.2,2.5,0.3,1.4
351,AL,New Market,59653.0,0.0,86.9,88.5,6.7,1.4,0.2,4.4
352,AL,New Site,42143.0,9.6,82.1,85.8,12.5,0.4,0.0,0.8
353,AL,Newton,41198.0,17.7,82.3,83.6,13.0,0.7,0.5,1.5
354,AL,New Union,36429.0,27.9,84.0,95.0,0.2,0.3,0.0,4.2
355,AL,Newville,31172.0,21.0,73.0,53.4,40.1,0.0,0.0,8.3
356,AL,North Courtland,24097.0,22.4,71.3,2.4,96.7,0.0,0.0,0.0
357,AL,North Johns,39750.0,11.7,75.6,49.7,46.2,4.1,0.0,0.0
358,AL,Northport,53650.0,13.7,90.2,68.4,26.9,0.3,1.1,4.1
359,AL,Notasulga,37273.0,29.5,80.7,65.0,33.3,0.1,0.1,0.8
360,AL,Oak Grove,40972.0,13.1,73.0,91.3,7.0,0.0,0.8,1.1
361,AL,Oakman,40469.0,21.4,72.2,80.9,18.4,0.1,0.0,0.1
362,AL,Odenville,51518.0,16.2,76.4,94.2,2.3,0.3,0.7,2.1
363,AL,Ohatchee,51688.0,14.8,82.0,94.1,3.2,0.6,0.0,0.6
364,AL,Oneonta,36852.0,12.8,73.9,84.1,6.0,0.5,0.5,15.9
365,AL,Onycha,22917.0,23.4,60.5,95.7,0.0,0.0,0.0,0.0
366,AL,Opelika,40489.0,23.0,83.7,50.6,43.5,0.3,1.7,4.4
367,AL,Opp,34695.0,25.9,77.4,80.9,16.7,0.6,0.3,0.9
368,AL,Orange Beach,57535.0,10.5,92.6,94.3,0.6,0.7,0.8,2.6
369,AL,Orrville,16250.0,37.3,71.4,37.7,62.3,0.0,0.0,0.0
370,AL,Our Town,38125.0,0.0,78.6,85.5,12.8,1.4,0.0,0.5
371,AL,Owens Cross Roads,51750.0,9.5,86.7,91.5,3.6,1.0,0.3,2.2
372,AL,Oxford,51375.0,11.7,83.5,80.5,12.6,0.4,1.1,6.6
373,AL,Ozark,37813.0,23.1,82.5,64.8,30.2,0.7,0.9,3.2
374,AL,Paint Rock,23036.0,35.6,77.5,92.4,1.0,1.9,0.0,0.0
375,AL,Parrish,29335.0,15.8,75.3,70.6,26.0,0.5,0.5,0.5
376,AL,Pelham,67907.0,4.6,92.2,81.2,7.5,0.3,2.4,14.9
377,AL,Pell City,41944.0,20.8,86.5,80.8,15.6,0.3,0.8,2.3
378,AL,Penton,30417.0,30.9,51.2,69.7,24.9,0.0,0.0,4.5
379,AL,Perdido Beach,47222.0,17.7,86.3,96.2,0.2,0.2,0.2,2.1
380,AL,Peterman,28009.0,14.2,97.2,86.5,9.0,1.1,0.0,0.0
381,AL,Petrey,38750.0,0.0,86.5,91.4,8.6,0.0,0.0,0.0
382,AL,Phenix City,36698.0,21.0,84.8,48.7,46.6,0.3,0.7,4.0
383,AL,Phil Campbell,25852.0,34.4,78.5,95.2,0.2,0.4,0.0,4.0
384,AL,Pickensville,31607.0,22.4,70.0,36.2,63.5,0.3,0.0,0.0
385,AL,Piedmont,28884.0,25.6,76.8,87.0,10.0,0.5,0.1,1.3
386,AL,Pike Road,97500.0,2.3,95.8,68.5,28.7,0.1,1.4,1.3
387,AL,Pinckard,31042.0,13.0,88.6,83.8,12.7,0.6,0.5,1.7
388,AL,Pine Apple,46250.0,21.0,81.5,73.5,24.2,0.8,0.8,0.0
389,AL,Pine Hill,30682.0,48.5,89.1,45.8,53.2,0.4,0.1,0.7
390,AL,Pine Level,56125.0,9.6,90.5,92.0,4.6,0.2,0.5,1.7
391,AL,Pine Ridge,24286.0,44.7,54.6,87.2,1.8,0.0,0.0,20.9
392,AL,Pinson,59909.0,5.8,93.2,79.0,17.0,0.2,0.4,3.7
393,AL,Pisgah,26635.0,31.9,78.7,96.4,0.1,1.5,0.3,0.4
394,AL,Pleasant Grove,63302.0,6.4,91.1,53.7,44.8,0.3,0.2,0.6
395,AL,Pleasant Groves,46875.0,8.2,85.0,95.2,0.0,2.6,0.0,0.5
396,AL,Point Clear,47200.0,12.1,89.1,58.8,39.6,0.0,0.6,0.9
397,AL,Pollard,31607.0,24.2,82.3,59.1,27.7,0.7,0.0,21.2
398,AL,Powell,30903.0,31.5,61.2,92.3,2.3,1.2,0.0,4.3
399,AL,Prattville,55297.0,11.5,89.9,78.5,16.7,0.4,1.4,3.1
400,AL,Priceville,84375.0,5.8,91.0,93.7,1.9,0.7,1.0,2.2
401,AL,Prichard,23785.0,36.3,78.5,12.5,85.8,0.4,0.1,0.8
402,AL,Providence,40208.0,10.8,90.5,81.2,13.0,0.0,0.0,3.1
403,AL,Ragland,38571.0,17.0,73.9,82.8,15.4,0.1,0.1,0.3
404,AL,Rainbow City,49338.0,17.7,92.5,87.4,7.2,0.4,2.6,2.4
405,AL,Rainsville,39691.0,16.7,82.3,95.1,0.2,0.9,0.2,3.8
406,AL,Ranburne,50909.0,5.8,86.5,99.0,0.0,0.2,0.0,0.2
407,AL,Ray,45909.0,5.8,82.9,65.9,16.3,0.2,1.1,17.4
408,AL,Red Bay,29076.0,29.9,77.1,92.5,1.2,0.3,0.1,5.1
409,AL,Redland,75139.0,5.9,91.8,82.6,12.9,0.3,1.7,2.3
410,AL,Red Level,38571.0,17.6,79.2,90.8,9.0,0.0,0.0,0.8
411,AL,Redstone Arsenal,60893.0,9.8,94.0,69.1,20.8,1.2,1.7,10.7
412,AL,Reece City,43261.0,13.7,85.6,93.4,2.0,1.1,0.9,0.8
413,AL,Reeltown,74688.0,0.0,78.5,82.4,15.1,0.1,0.1,2.7
414,AL,Reform,20136.0,39.9,79.4,50.6,48.2,0.1,0.0,0.9
415,AL,Rehobeth,47108.0,9.5,84.9,95.9,1.5,0.8,0.2,2.5
416,AL,Repton,23125.0,34.6,58.0,53.9,43.6,0.0,0.0,0.4
417,AL,Ridgeville,20625.0,35.9,69.6,32.1,58.9,0.0,1.8,6.3
418,AL,River Falls,28977.0,20.5,64.6,60.8,35.0,0.8,0.0,1.5
419,AL,Riverside,61417.0,4.8,87.0,87.5,10.6,0.2,0.7,1.1
420,AL,Riverview,37222.0,15.9,75.5,99.5,0.0,0.0,0.0,1.6
421,AL,Roanoke,34956.0,20.3,77.2,57.6,40.5,0.2,0.6,1.2
422,AL,Robertsdale,47364.0,10.6,79.9,85.3,5.4,0.8,0.5,9.2
423,AL,Rock Creek,52227.0,8.1,85.2,97.5,0.8,0.7,0.1,0.0
424,AL,Rockford,22778.0,38.1,68.4,62.5,37.5,0.0,0.0,1.3
425,AL,Rogersville,36346.0,28.7,81.9,91.2,6.1,1.0,0.6,1.7
426,AL,Rosa,44808.0,11.4,81.3,95.6,0.3,0.0,0.0,4.4
427,AL,Russellville,29859.0,34.4,68.9,68.5,9.2,0.8,0.3,26.0
428,AL,Rutledge,39688.0,13.5,69.8,73.7,22.9,0.0,1.1,2.1
429,AL,St. Florian,62500.0,5.0,91.7,97.1,2.4,0.0,0.0,0.2
430,AL,St. Stephens,42500.0,25.9,88.2,63.0,36.0,0.0,0.4,0.6
431,AL,Saks,42070.0,17.9,78.6,75.7,19.4,0.4,0.8,3.4
432,AL,Samson,22556.0,39.6,65.7,73.3,17.9,1.1,0.4,8.3
433,AL,Sand Rock,44375.0,5.9,80.8,97.5,0.0,0.7,0.0,2.9
434,AL,Sanford,33333.0,17.5,73.1,97.1,0.4,0.4,0.0,1.2
435,AL,Saraland,52621.0,11.2,85.4,83.7,12.0,0.8,0.6,2.5
436,AL,Sardis City,51681.0,12.5,88.7,98.2,0.4,0.1,0.4,0.7
437,AL,Satsuma,59311.0,10.3,91.8,88.7,7.9,1.2,0.6,1.1
438,AL,Scottsboro,38007.0,16.0,81.8,89.8,4.6,0.8,0.8,3.5
439,AL,Section,30278.0,25.9,76.6,95.5,0.0,1.6,0.6,0.9
440,AL,Selma,22414.0,41.9,77.8,18.0,80.3,0.2,0.6,0.6
441,AL,Selmont-West Selmont,23015.0,45.5,78.1,4.5,93.9,0.1,0.0,1.5
442,AL,Sheffield,34205.0,25.0,79.5,69.7,26.8,0.3,0.3,2.3
443,AL,Shelby,45139.0,36.8,78.9,90.4,6.9,0.2,0.2,2.3
444,AL,Shiloh,36250.0,13.7,75.6,95.3,1.5,2.9,0.0,0.7
445,AL,Shoal Creek,114018.0,2.6,99.6,92.4,4.8,0.1,2.2,1.4
446,AL,Shorter,38409.0,12.9,68.4,18.8,79.5,0.0,0.6,1.1
447,AL,Silas,27875.0,49.0,66.0,71.0,29.0,0.0,0.0,0.0
448,AL,Silverhill,40921.0,7.5,89.3,94.3,1.7,0.1,0.3,5.7
449,AL,Sims Chapel,86071.0,8.6,100.0,71.2,0.0,24.8,0.7,2.0
450,AL,Sipsey,27393.0,15.2,83.2,64.1,33.2,0.0,0.5,0.9
451,AL,Skyline,38810.0,19.4,75.4,95.3,0.0,2.1,0.0,2.1
452,AL,Slocomb,35512.0,17.7,75.5,72.2,22.6,0.8,0.1,4.7
453,AL,Smiths Station,46354.0,13.5,80.3,80.3,15.9,0.7,0.5,2.8
454,AL,Smoke Rise,86310.0,5.0,92.7,98.0,0.5,0.5,0.1,0.7
455,AL,Snead,35000.0,11.0,80.3,96.8,0.1,0.5,0.1,1.8
456,AL,Somerville,40417.0,18.7,78.4,94.1,3.3,1.1,0.0,0.1
457,AL,Southside,65946.0,4.7,90.3,96.5,1.5,0.2,0.7,1.3
458,AL,South Vinemont,26141.0,32.8,79.1,83.2,0.1,1.2,2.0,23.6
459,AL,Spanish Fort,72747.0,7.8,95.8,91.0,4.8,0.6,1.4,2.4
460,AL,Springville,73906.0,9.3,91.1,93.6,4.7,0.3,0.4,0.7
461,AL,Standing Rock,49583.0,0.0,61.4,98.2,0.6,0.0,0.0,1.2
462,AL,Steele,31063.0,17.5,78.7,94.6,0.4,0.4,0.0,5.1
463,AL,Sterrett,31410.0,8.5,64.1,94.7,3.9,0.0,0.0,0.7
464,AL,Stevenson,38053.0,24.5,81.6,73.8,17.4,1.1,0.4,3.9
465,AL,Stewartville,43333.0,17.5,73.7,95.0,3.5,0.7,0.0,0.4
466,AL,Sulligent,30050.0,26.4,74.0,78.3,19.3,0.1,0.0,0.8
467,AL,Sumiton,42321.0,17.6,85.1,93.2,4.0,0.4,0.2,0.8
468,AL,Summerdale,39803.0,11.2,85.3,86.4,5.8,1.4,0.1,5.1
469,AL,Susan Moore,40417.0,20.6,75.0,89.5,0.0,0.5,0.4,9.6
470,AL,Sweet Water,79375.0,1.6,92.5,91.1,7.8,0.0,0.0,1.2
471,AL,Sylacauga,33407.0,29.8,82.5,66.6,30.2,0.4,0.5,2.3
472,AL,Sylvania,46964.0,17.9,83.6,86.7,0.2,0.8,0.2,11.2
473,AL,Sylvan Springs,56630.0,5.3,86.9,97.3,1.4,0.5,0.0,0.5
474,AL,Talladega,29482.0,27.2,73.9,47.7,48.7,0.3,0.5,3.4
475,AL,Talladega Springs,50833.0,12.5,80.1,89.8,7.8,0.0,0.0,0.0
476,AL,Tallassee,38275.0,17.1,88.9,72.4,23.4,0.4,0.6,3.0
477,AL,Tarrant,25653.0,31.8,78.6,39.0,52.3,0.8,0.3,9.0
478,AL,Taylor,43116.0,19.6,83.6,87.5,7.2,0.8,0.1,5.2
479,AL,Theodore,44284.0,12.2,85.4,79.7,13.3,1.1,2.4,3.2
480,AL,Thomaston,48523.0,18.3,89.3,44.1,53.2,1.4,0.5,0.2
481,AL,Thomasville,36146.0,13.3,82.4,46.8,51.3,0.2,0.7,1.3
482,AL,Thorsby,45478.0,19.2,80.7,89.7,5.7,0.1,0.6,5.7
483,AL,Tidmore Bend,48466.0,12.1,80.6,93.4,4.2,0.7,0.2,1.0
484,AL,Tillmans Corner,48290.0,17.7,82.1,82.2,11.4,0.6,2.1,3.8
485,AL,Town Creek,28382.0,29.6,83.2,52.4,36.0,2.1,0.1,6.5
486,AL,Toxey,23542.0,33.5,85.6,68.6,31.4,0.0,0.0,1.5
487,AL,Trafford,28889.0,29.1,80.8,92.7,6.2,0.2,0.0,0.9
488,AL,Triana,41875.0,27.1,81.4,21.4,74.4,0.4,0.0,3.8
489,AL,Trinity,73625.0,10.0,93.7,88.6,6.7,1.1,0.2,3.3
490,AL,Troy,31707.0,31.1,83.7,55.0,39.0,0.4,3.4,2.0
491,AL,Trussville,82108.0,4.7,96.3,90.3,6.6,0.2,1.6,1.3
492,AL,Tuscaloosa,39351.0,25.1,87.3,53.8,41.5,0.2,1.8,3.0
493,AL,Tuscumbia,41176.0,15.3,86.2,75.9,21.2,0.4,0.3,1.4
494,AL,Tuskegee,26896.0,27.6,83.6,1.9,95.8,0.1,0.5,1.3
495,AL,Twin,41705.0,16.5,77.6,98.0,0.0,0.0,0.0,2.8
496,AL,Underwood-Petersville,39874.0,12.9,77.1,91.3,6.2,0.2,0.6,1.0
497,AL,Union,26875.0,22.7,76.2,3.4,95.4,0.8,0.0,0.4
498,AL,Union Grove,40313.0,6.2,91.7,93.5,0.0,0.0,0.0,6.5
499,AL,Union Springs,30032.0,26.8,57.1,12.9,71.8,0.2,0.4,17.0
500,AL,Uniontown,14967.0,48.4,66.1,9.1,90.6,0.0,0.0,0.5
501,AL,Uriah,23421.0,14.7,83.8,70.1,20.7,4.1,0.3,2.0
502,AL,Valley,39531.0,18.5,84.9,64.0,33.0,0.1,1.2,1.7
503,AL,Valley Grande,55134.0,12.3,85.9,75.2,23.0,0.4,0.4,0.5
504,AL,Valley Head,30391.0,23.2,75.7,91.9,1.8,0.9,0.2,3.0
505,AL,Vance,64432.0,9.0,88.0,88.8,7.2,0.4,0.6,5.6
506,AL,Vandiver,47171.0,12.3,75.9,97.9,0.7,0.2,0.1,1.4
507,AL,Vernon,30292.0,31.1,81.0,79.4,18.1,0.3,0.0,1.7
508,AL,Vestavia Hills,84854.0,4.3,97.3,90.4,3.8,0.2,3.8,2.5
509,AL,Vina,22500.0,23.9,57.3,94.7,1.1,0.3,0.6,2.2
510,AL,Vincent,42692.0,10.9,77.5,78.7,19.8,0.4,0.1,0.7
511,AL,Vinegar Bend,77083.0,0.0,64.5,15.1,79.2,2.6,0.5,0.0
512,AL,Wadley,25294.0,34.7,73.9,57.9,36.2,0.1,0.0,4.4
513,AL,Waldo,32188.0,22.0,75.8,63.3,36.0,0.0,0.0,0.0
514,AL,Walnut Grove,38846.0,10.3,68.4,96.6,0.0,0.6,0.1,1.6
515,AL,Warrior,45396.0,18.8,86.9,83.1,14.2,0.2,0.4,0.8
516,AL,Waterloo,39167.0,18.2,73.6,99.0,0.5,0.5,0.0,0.0
517,AL,Waverly,55417.0,10.9,74.1,87.6,11.7,0.0,0.0,2.8
518,AL,Weaver,44851.0,5.7,83.9,81.4,13.6,0.7,1.1,3.0
519,AL,Webb,35375.0,18.7,78.0,74.8,18.7,0.7,0.3,6.2
520,AL,Wedowee,26574.0,26.7,70.1,68.4,30.9,0.4,0.1,1.3
521,AL,Weogufka,19792.0,43.2,56.3,99.3,0.0,0.0,0.4,1.1
522,AL,West Blocton,36250.0,31.6,79.9,85.6,13.2,0.4,0.1,0.1
523,AL,West End-Cobb Town,35233.0,19.6,68.1,76.1,20.9,0.5,0.2,1.6
524,AL,West Jefferson,45938.0,10.2,88.3,96.7,1.2,0.0,0.0,0.3
525,AL,Westover,58906.0,13.4,85.2,93.6,2.5,0.9,0.5,2.3
526,AL,West Point,50329.0,14.2,86.9,95.6,0.0,0.7,0.5,6.0
527,AL,Wetumpka,46190.0,10.7,85.0,67.9,26.1,0.6,1.1,3.8
528,AL,White Hall,18462.0,42.7,66.6,2.4,95.6,0.2,0.0,0.9
529,AL,White Plains,55781.0,5.0,95.7,96.7,1.7,0.4,0.2,1.4
530,AL,Whitesboro,36736.0,25.2,84.4,96.7,0.7,0.7,0.3,1.1
531,AL,Wilsonville,43456.0,20.3,88.0,89.6,7.2,0.4,0.1,2.6
532,AL,Wilton,39750.0,12.0,84.6,71.5,22.7,0.0,0.1,4.7
533,AL,Winfield,40654.0,13.3,86.8,92.9,4.5,0.3,0.3,2.0
534,AL,Woodland,34205.0,26.6,86.4,92.9,2.2,0.0,0.0,3.8
535,AL,Woodstock,54519.0,13.5,89.5,94.3,3.4,0.1,0.1,2.1
536,AL,Woodville,34444.0,25.9,77.7,94.0,0.5,2.0,0.3,2.3
537,AL,Yellow Bluff,16786.0,44.1,62.0,0.5,99.5,0.0,0.0,0.0
538,AL,York,17399.0,46.8,77.1,13.6,85.6,0.2,0.0,1.0
539,AK,Adak,78500.0,39.3,93.4,19.6,4.0,5.5,52.5,8.9
540,AK,Akhiok,26250.0,40.5,62.5,8.5,1.4,50.7,1.4,11.3
541,AK,Akiachak,38750.0,26.1,76.7,3.5,0.2,95.1,0.2,0.2
542,AK,Akiak,42000.0,31.3,81.3,5.2,0.0,92.8,0.0,0.3
543,AK,Akutan,24750.0,16.1,73.0,23.3,17.9,5.5,43.3,20.8
544,AK,Alakanuk,32917.0,44.6,65.4,2.1,0.0,95.0,0.4,0.0
545,AK,Aleknagik,41875.0,11.6,84.0,15.1,0.0,75.8,0.0,0.0
546,AK,Allakaket,26500.0,9.1,72.9,1.0,0.0,95.2,0.0,0.0
547,AK,Ambler,42344.0,21.4,78.7,11.2,0.4,84.5,0.0,0.0
548,AK,Anaktuvuk Pass,66250.0,26.3,80.9,7.1,0.3,83.3,0.0,2.2
549,AK,Anchorage,78326.0,8.2,93.0,66.0,5.6,7.9,8.1,7.6
550,AK,Anchor Point,51591.0,10.1,93.8,90.2,0.3,3.8,0.9,2.2
551,AK,Anderson,87708.0,0.0,98.6,87.8,1.6,2.8,0.8,3.7
552,AK,Angoon,32750.0,17.8,86.7,10.5,0.9,75.8,0.0,7.8
553,AK,Aniak,60500.0,19.0,83.8,20.4,0.2,69.5,0.0,1.2
554,AK,Anvik,26563.0,16.3,94.2,3.5,0.0,92.9,0.0,0.0
555,AK,Arctic Village,26250.0,36.6,75.0,4.6,0.0,88.8,0.0,0.0
556,AK,Atka,50625.0,1.5,89.5,4.9,0.0,95.1,0.0,0.0
557,AK,Atmautluak,50625.0,25.6,70.2,1.4,0.7,97.8,0.0,0.0
558,AK,Atqasuk,52500.0,23.3,75.9,6.9,0.0,92.3,0.0,0.0
559,AK,Badger,75917.0,4.5,96.2,83.8,2.7,4.9,1.7,4.5
560,AK,Barrow,76902.0,11.7,84.6,16.9,1.0,61.2,9.1,3.1
561,AK,Bear Creek,81458.0,12.7,92.5,80.9,0.6,10.7,1.6,1.8
562,AK,Beaver,24000.0,30.0,69.8,1.2,0.0,97.6,0.0,4.8
563,AK,Bethel,76135.0,11.4,85.8,23.3,0.9,65.0,2.5,2.2
564,AK,Bettles,50000.0,0.0,100.0,75.0,8.3,0.0,0.0,0.0
565,AK,Big Delta,65417.0,13.0,97.6,92.6,0.2,2.4,0.3,1.5
566,AK,Big Lake,70988.0,9.6,90.4,86.1,0.2,7.0,0.5,3.1
567,AK,Brevig Mission,32344.0,57.6,78.0,4.6,0.5,91.5,0.0,0.5
568,AK,Buckland,60357.0,24.4,86.2,2.6,0.0,95.4,0.0,0.0
569,AK,Buffalo Soapstone,68333.0,4.6,90.4,84.1,1.6,3.3,0.5,3.2
570,AK,Butte,81875.0,9.6,94.3,90.4,0.3,4.3,0.6,3.1
571,AK,Cantwell,56000.0,9.1,95.0,77.2,0.5,15.5,0.0,1.4
572,AK,Chalkyitsik,29375.0,36.6,88.7,14.5,0.0,85.5,0.0,0.0
573,AK,Chefornak,55625.0,18.4,74.3,3.3,0.2,95.7,0.0,0.0
574,AK,Chena Ridge,93532.0,4.9,96.5,83.8,1.3,6.2,1.8,3.2
575,AK,Chevak,41136.0,32.8,82.8,2.3,0.0,94.9,0.3,0.1
576,AK,Chickaloon,40893.0,13.5,91.7,86.4,0.0,6.3,0.7,1.5
577,AK,Chignik,96250.0,0.0,100.0,34.1,0.0,57.1,3.3,1.1
578,AK,Chignik Lagoon,93438.0,0.0,84.0,20.5,0.0,62.8,1.3,3.8
579,AK,Chignik Lake,45000.0,8.6,68.2,2.7,0.0,94.5,0.0,0.0
580,AK,Chuathbaluk,43750.0,50.5,92.0,3.4,1.7,88.1,0.0,2.5
581,AK,Circle,17125.0,63.6,54.3,9.6,0.0,84.6,0.0,1.9
582,AK,Clark's Point,25833.0,55.4,74.2,11.3,0.0,88.7,0.0,0.0
583,AK,Coffman Cove,41786.0,6.0,91.9,94.3,0.0,4.0,0.0,1.1
584,AK,Cohoe,57228.0,16.0,95.0,89.5,0.4,4.5,0.4,2.2
585,AK,Cold Bay,86250.0,0.0,97.5,74.1,1.9,12.0,1.9,4.6
586,AK,College,73812.0,8.2,94.9,73.1,3.2,9.5,4.6,5.3
587,AK,Cooper Landing,64301.0,4.2,95.3,95.5,0.0,1.4,0.7,0.0
588,AK,Copper Center,39063.0,18.8,84.8,45.7,0.0,48.5,0.3,3.0
589,AK,Cordova,85833.0,5.8,91.6,70.3,0.4,8.8,10.9,4.2
590,AK,Covenant Life,31875.0,0.0,100.0,91.9,0.0,5.8,1.2,0.0
591,AK,Craig,63229.0,13.9,89.3,65.0,0.3,20.0,0.7,3.2
592,AK,Crooked Creek,31250.0,39.8,80.8,7.6,0.0,83.8,0.0,0.0
593,AK,Crown Point,56688.0,0.0,100.0,83.8,4.1,4.1,4.1,5.4
594,AK,Deering,50000.0,14.0,88.0,9.0,0.0,86.9,0.0,0.0
595,AK,Delta Junction,72500.0,10.6,95.4,88.1,1.8,3.2,1.1,4.7
596,AK,Deltana,74457.0,14.9,93.8,92.1,0.9,2.5,0.9,2.4
597,AK,Diamond Ridge,69375.0,9.2,97.0,91.7,0.2,3.1,1.3,2.1
598,AK,Dillingham,66875.0,12.3,93.6,30.7,0.4,55.9,1.3,2.9
599,AK,Diomede,16250.0,65.1,63.6,4.3,0.0,92.2,0.0,0.0
600,AK,Dot Lake Village,20625.0,25.9,64.9,8.1,0.0,82.3,0.0,0.0
601,AK,Eagle,33125.0,25.8,90.7,90.7,0.0,8.1,0.0,0.0
602,AK,Eek,39063.0,21.2,68.7,2.4,0.0,97.6,0.0,1.0
603,AK,Egegik,38125.0,17.6,91.1,47.7,0.0,39.4,0.0,1.8
604,AK,Eielson AFB,53388.0,6.8,96.6,80.3,7.8,0.9,2.6,7.9
605,AK,Ekwok,31875.0,28.6,63.4,5.2,0.0,90.4,0.0,2.6
606,AK,Elfin Cove,106667.0,0.0,100.0,70.0,0.0,5.0,0.0,0.0
607,AK,Elim,37188.0,29.3,86.9,7.3,0.0,89.7,0.3,0.3
608,AK,Emmonak,44773.0,25.8,83.9,3.1,0.0,96.3,0.1,0.1
609,AK,Ester,68163.0,9.1,95.0,84.6,2.1,6.7,1.2,3.3
610,AK,Evansville,23750.0,0.0,78.6,46.7,0.0,53.3,0.0,0.0
611,AK,Fairbanks,55229.0,13.1,91.2,66.1,9.0,10.0,3.6,9.0
612,AK,False Pass,55625.0,5.4,100.0,20.0,0.0,77.1,2.9,0.0
613,AK,Farmers Loop,100703.0,5.8,98.9,84.0,0.8,6.3,1.8,2.9
614,AK,Farm Loop,82250.0,4.1,92.4,88.8,0.8,4.2,0.9,1.9
615,AK,Fishhook,86917.0,4.8,94.5,87.5,0.6,3.6,1.2,2.8
616,AK,Fort Yukon,39583.0,18.5,77.1,7.7,0.5,89.2,0.2,0.3
617,AK,Fox,76563.0,0.0,100.0,82.0,0.5,7.4,0.7,5.3
618,AK,Fox River,57083.0,17.1,37.9,98.8,0.0,0.0,1.2,0.0
619,AK,Fritz Creek,61875.0,11.7,92.7,89.9,0.5,2.9,0.8,2.6
620,AK,Funny River,59314.0,11.9,94.3,91.0,0.1,4.6,0.2,1.1
621,AK,Gakona,80625.0,8.8,92.9,79.4,0.0,19.7,0.0,0.9
622,AK,Galena,63333.0,7.9,86.4,29.4,0.0,63.6,0.6,2.3
623,AK,Gambell,29417.0,41.3,72.4,3.8,0.0,95.6,0.1,0.4
624,AK,Gateway,92739.0,7.8,96.1,85.3,1.0,4.2,1.8,3.7
625,AK,Glacier View,43000.0,9.2,90.2,94.0,0.0,0.9,0.4,3.0
626,AK,Goldstream,88371.0,3.7,97.3,89.0,0.6,3.4,0.7,2.5
627,AK,Golovin,40000.0,39.4,90.4,4.5,0.0,92.9,0.0,0.6
628,AK,Goodnews Bay,30313.0,36.2,58.6,4.5,0.0,94.7,0.0,0.4
